,index,Unnamed: 0,title,head_0,head_1,head_2
59,205752,205752,Бывший обвиняемый в убийстве Пуманэ намерен восстановиться в МВД,0,0,0
60,681232,681232,Джордж Клуни признался в помощи беженцу из Ирака у себя дома,0,0,0
61,102241,102241,В 2005 году зарплату бюджетникам поднимут на 20 процентов,1,2,1
62,438067,438067,Российские власти предложили Кудрину новую работу,1,2,1
63,105960,105960,Пираты ежегодно крадут из бюджета России три миллиарда долларов,1,2,1
64,58182,58182,Экстрадиция чеченских боевиков началась с драки в СИЗО,0,0,0
65,334616,334616,Латвия продаст здание генконсульства в Бонне,0,0,0
66,566981,566981,Минтранс отверг причастность террористов к авиакатастрофе в Египте ,0,0,0
67,409536,409536,"Зрители ""Би-би-си"" пожаловались на слишком длинную трансляцию похорон Уитни Хьюстон",0,0,0
68,786709,786709,Голодный медведь отгрыз руку 50-летней россиянке,0,0,0
69,680092,680092,Найден эффективный способ улучшить работу мозга,0,0,0
70,313205,313205,Американка подарила бездомным жилье на Рождество,0,0,0
71,61313,61313,"Киев смог отчитаться только за 72 из 76 ""Кольчуг""",0,0,0
72,203714,203714,Судостроительную корпорацию возглавит бывший начальник Зубкова,1,2,1
73,203625,203625,Власти США намерены начать массовую скупку домов,0,0,0
74,51672,51672,ТВС обещает повысить качество трансляции в Петербурге,0,0,0
75,18029,18029,Явлинский предлагает созвать Демократическое совещание,0,0,0
76,49670,49670,Гимнастка Ольга Корбут примет участие в боксерском поединке,0,0,0
77,504071,504071,В Донецке уничтожили более миллиона бюллетеней для референдума,0,0,0
78,749102,749102,На вечеринках в «Бессоннице» выступят dOp и Sasha,0,0,0
79,223440,223440,"Суд выступил против Лужкова по делу о реконструкции гостиницы ""Россия""",0,0,0
80,53408,53408,Во время купания у американских офицеров украли секретные файлы,0,0,0
81,771679,771679,Россияне закормили до смерти жеребенка в зоопарке,0,0,0
82,202393,202393,Мэра Архангельска оставили под стражей,0,0,0
83,528968,528968,Россия частично сняла запрет на поставки продуктов из Белоруссии ,1,3,0
84,523682,523682,При крушении самолета на Багамах погибли 9 человек,0,0,0
85,253216,253216,Торги на американских биржах открылись ростом,1,2,1
86,14437,14437,В Европе сторонники Палестины бьют витрины и поджигают синагоги,0,0,0
87,465012,465012,Первый за 40 лет полнометражный фильм о Боуи покажут в Москве,0,0,0
88,581774,581774,В Италии начато расследование в отношении сына Эрдогана,0,0,0
89,442235,442235,Полиция проверит сообщения о продаже справки убийце шести человек,0,0,0
90,674104,674104,Счетная палата уличила ФСИН в неэффективном использовании 15 миллиардов рублей,0,0,0
91,568662,568662,Житель Кемерово попытался съесть мешок марихуаны,0,0,0
92,521693,521693,Совет по науке раскритиковал ФАНО за бумаготворчество,0,0,0
93,352968,352968,Сборная России покинула первую десятку рейтинга ФИФА,0,0,0
94,745907,745907,Назван действенный способ выработать отвращение к сладостям,0,0,0
95,450360,450360,Михаил Южный сыграет с соотечественником во втором круге Australian Open,0,0,0
96,33876,33876,ЕС выдвинул новые обвинения против Microsoft,0,0,0
97,776699,776699,В России выросла выручка малых предприятий,0,0,0
98,347822,347822,"Совет директоров ""Ливерпуля"" договорился о продаже клуба",0,0,0
99,188813,188813,Китай освоит космос за счет частных инвесторов,0,0,0
100,76294,76294,Челябинского журналиста отправили в колонию за статьи о власти,0,0,0
101,387704,387704,Алина Орлова представит новые песни на осенних концертах,0,0,0
102,498265,498265,Началась церемония закрытия Олимпиады,0,0,0
103,212461,212461,Обзор рынков: индекс S&P 500 опустился до мартовского уровня,1,2,1
104,610253,610253,Apple заменит эмодзи револьвера ярко-зеленым водяным пистолетом ,0,0,0
105,343868,343868,Пэрис Хилтон запретили посещать казино в Лас-Вегасе,0,0,0
106,179832,179832,Израиль успешно испытал систему ПРО в ночных условиях,0,0,0
107,273965,273965,Самопровозглашенный глава Мадагаскара въехал в президентский дворец,0,0,0
108,755015,755015,Time снова не включил Путина в список самых влиятельных людей мира,0,0,0
109,473926,473926,Чемпионы Сочи-2014 получат медали с изображением челябинского метеорита,0,0,0
110,555221,555221,На шоу Мадонны выступят стриптизерши в костюмах монахинь,0,0,0
111,203472,203472,Армия США разрабатывала методы убийств при помощи радиоактивных веществ,0,0,0
112,293543,293543,Индекс S&Р 500 поднялся выше 1000 впервые с ноября 2008 года,1,2,1
113,300412,300412,"В театре Станиславского впервые за 25 лет исполнят оперу ""Вертер""",0,0,0
114,604975,604975,В Кремле сообщили об увольнении Астахова,0,0,0
115,154833,154833,"Превращение ""Спорта"" в федеральный канал обойдется бюджету в 5 миллионов долларов",0,0,0
116,617517,617517,Французские СМИ сообщили о планах террористов устроить взрыв у Эйфелевой башни,0,0,0
117,132096,132096,15 процентов автостраховщиков вышли на уровень предельной убыточности,0,0,0
118,696191,696191,Не совладавшая с чернокожим преступником женщина-полицейский попала на видео,0,0,0
119,482366,482366,Бактериям подарят распечатанные на 3D принтере «домики»,0,0,0
120,221326,221326,Беспорядки в Митровице прекратились,0,0,0
121,230024,230024,Ник Кейв рассказал о новостях из ниоткуда,0,0,0
122,83037,83037,Американские историки требуют рассказать правду о бомбардировке Хиросимы,0,0,0
123,660393,660393,Чернокожие студенты одного из вузов США освистали министра образования,0,0,0
124,278187,278187,Элизабет Шу сразится с трехмерными пираньями,0,0,0
125,532332,532332,«Уралвагонзавод» согласовал с военными цену на танк «Армата»,0,0,0
126,345681,345681,ВС призвал суды назначать разумную компенсацию морального вреда,0,0,0
127,243176,243176,Англичане собрали самую большую фотомозаику,0,0,0
128,230414,230414,В Подмосковье разбился учебный самолет,0,0,0
129,388796,388796,"Nike выпустила кроссовки из фильма ""Назад в будущее""",0,0,0
130,361749,361749,Российский чемпион мира по боксу выбрал соперника,0,0,0
131,477067,477067,ВВС Индии обнародовали видео посадки C-130J на высокогорный аэродром,0,0,0
132,236463,236463,Нефть подешевела на шесть долларов за баррель за два дня,1,2,1
133,141560,141560,Китай разрабатывает боевые лазеры,0,0,0
134,96276,96276,14 июля станет известна правда об иракском досье,0,0,0
135,95048,95048,"Американцы уничтожили в Афганистане 80 боевиков ""Аль-Каеды"" и ""Талибана""",0,0,0
136,566896,566896,Грузия попросила содействия Украины по уголовному делу против Саакашвили ,0,0,0
137,641667,641667,Группу псевдоцелителей обвинили в мошенничестве на 13 миллионов рублей,0,0,0
138,71477,71477,Observer обнаружила в окрестностях Багдада американский концлагерь,0,0,0
139,7301,7301,Тела кубанских милиционеров доставят в Новороссийск,0,0,0
140,577782,577782,Босния и Герцеговина подаст заявку на вступление в ЕС 15 февраля,0,0,0
141,279089,279089,Коммунисты пожаловались на запрет интернет-трансляций из Госдумы,0,0,0
142,662698,662698,СМИ узнали о советах самарским учителям говорить с детьми о вреде оппозиции,0,0,0
143,163988,163988,США провели субкритические ядерные испытания,0,0,0
144,92480,92480,"Допинг-проба ""В"" чемпионки мира Анастасии Капачинской дала положительный результат",0,0,0
145,635191,635191,В iOS добавили эмодзи ¯\_(ツ)_/¯,0,0,0
146,759572,759572,Федор Конюхов запланировал три новых экспедиции,0,0,0
147,414562,414562,В Госдуму внесен закон о контроле за расходами чиновников,0,0,0
148,582069,582069,Владелец аэропорта Домодедово Каменщик помещен под домашний арест,0,0,0
149,100505,100505,Голливудские фильмы принесли летом рекордную прибыль,0,0,0
150,526760,526760,Улица Арбат останется пешеходной,0,0,0
151,41704,41704,За пропавшие бумаги Жванецкого назначена награда в 100 тысяч рублей,0,0,0
152,327405,327405,"Грабитель запер менеджера ресторана ""Бургер Кинг"" в холодильнике",0,0,0
153,593197,593197,В ИГ сообщили о взятии в плен пилота упавшего истребителя сирийских ВВС,0,0,0
154,348806,348806,Сайт совета по правам человека лег на переименование,0,0,0
155,568513,568513,Google представила новый внешний вид самоуправляемых машин  ,0,0,0
156,407050,407050,ВМС США купили у гавайского перевозчика два парома,0,0,0
157,777810,777810,СБУ использовала советскую пропаганду для рекламы своих соцсетей,0,0,0
158,120726,120726,DaimlerChrysler будет собирать Mercedes в России,1,2,1
159,441690,441690,МВД опровергло сообщения о массовой драке в московском метро,0,0,0
160,134408,134408,Великобритания продает правительственное бомбоубежище,0,0,0
161,195238,195238,Жителя Новосибирска оштрафовали за оскорбление русского народа,0,0,0
162,779880,779880,Мужчина получил от возлюбленных из Tinder тысячи долларов и сел в тюрьму,0,0,0
163,73618,73618,К интернету подключено менее 20 процентов России,0,0,0
164,723885,723885,Обнаружена неожиданная польза завтрака,0,0,0
165,195488,195488,Испанцы отпустили американских охотников за сокровищами,0,0,0
166,183788,183788,Подлинник знаменитого полотна Рембрандта может находиться в Японии,0,0,0
167,307622,307622,Российские вертолеты на Востоке получат техническую поддержку,0,0,0
168,587228,587228,ЦСКА обыграл СКА в первом матче полуфинала Кубка Гагарина,0,0,0
169,660733,660733,Юнармейцы начали поход по местам партизанской славы в Крыму,0,0,0
170,195687,195687,Футболистам румынского клуба организовали тренировочный сбор в монастыре,0,0,0
171,616597,616597,Участники перелета человека с лебедями из тундры в Англию прибудут в НАО,0,0,0
172,16687,16687,"Подросток получил компенсацию за то, что не стал жертвой аборта",0,0,0
173,716156,716156,Раскрыты миллионные заработки дочери и зятя Трампа,0,0,0
174,273486,273486,Французские рабочие захватили в заложники руководство завода Sony,0,0,0
175,126802,126802,Чехия поддержала Россию и отвергла коллективный договор с НХЛ,0,0,0
176,427020,427020,Пол Маккартни напишет саундтрек для игры студии Bungie,0,0,0
177,728611,728611,Десятки петербуржцев пострадали из-за раздвинутых ног в метро,0,0,0
178,263120,263120,Украина собирается подписать соглашение о транзите газа в ближайшие часы,1,2,1
179,283727,283727,В неоднородности реликтового излучения обвинили Солнце,0,0,0
180,507143,507143,Татарстан помолится о дожде,0,0,0
181,451436,451436,На белорусской границе задержали контрабандный ботокс,0,0,0
182,603502,603502,На сайте для фрилансеров предложили создать аналог Prisma за семь тысяч рублей,0,0,0
183,357946,357946,В Москве эвакуировали несколько радиостанций,0,0,0
184,131259,131259,Власти Техаса не в силах остановить рвущихся домой беженцев,0,0,0
185,452686,452686,В Минобороны появится департамент высоких прорывных технологий,0,0,0
186,410412,410412,"Начались съемки ""Одинокого рейнджера""",0,0,0
187,651452,651452,На голову четырехлетней девочке в Нижнем Тагиле упал кирпич,0,0,0
188,273679,273679,В Австралии крокодилы съели второго ребенка за несколько недель,0,0,0
189,131858,131858,Россия рассекретит траекторию полета разбившегося Су-27,0,0,0
190,478156,478156,«Билайн» возобновил работу в Чечне,0,0,0
191,303478,303478,Deutsche Bank откроет розничный бизнес в России,1,2,1
192,649907,649907,В США поезд со спиртом сошел с рельсов и загорелся,0,0,0
193,762433,762433,В Москве «заминировали» здание Госдумы и «Останкино»,0,0,0
194,778413,778413,Фестиваль «Таврида — АРТ» обошелся без происшествий,0,0,0
195,322336,322336,"На ""Седьмой континент"" подали в суд за водку по 79 рублей",1,2,1
196,162005,162005,В Ингушетии обстрелян пост ДПС,0,0,0
197,506670,506670,Украинский миллиардер прекратил финансирование футбольного клуба «Севастополь»,0,0,0
198,223488,223488,Переезд Конституционного суда из Москвы в Санкт-Петербург официально начался,0,0,0
199,686081,686081,Chanel выпустила часы в честь сумки-бестселлера 2.55,0,0,0
200,424777,424777,Оглашение результатов президентских выборов в Египте отложили,0,0,0
201,776403,776403,Садальский вступился за пошутившую про блокадников Бузову,0,0,0
202,373198,373198,Медведев утвердил госполитику по развитию правосознания россиян,0,0,0
203,359770,359770,Американский рэпер набил на лице тату-мороженое,0,0,0
204,21334,21334,"Дело полковника Буданова передано в суд, обвинение в изнасиловании снято",0,0,0
205,296173,296173,В Индии выпущена первая партия лицензионных танков Т-90,0,0,0
206,177939,177939,МЧС запустило проект оповещения граждан об угрозах по SMS,0,0,0
207,344430,344430,В США снимут новый байопик Рейгана,0,0,0
208,536198,536198,Нефть Brent упала ниже 62 долларов ,1,5,0
209,186165,186165,"В отечественном конкуренте ""Википедии"" появилась стотысячная статья",0,0,0
210,184728,184728,США пообещали не размещать радар ПРО на Кавказе,0,0,0
211,709228,709228,Финляндия разрешила прокладку «Северного потока-2»,1,3,0
212,205609,205609,Сторонники Ющенко установили на Говерле гигантский флаг,0,0,0
213,585826,585826,В Сочи сторож украл из пансионата стул со 100 тысячами евро в обивке,0,0,0
214,232271,232271,Власти Вены поменяли Linux на Windows Vista,0,0,0
215,59675,59675,"Движение ""Россия"" вышло из Народно-патриотического союза",0,0,0
216,386516,386516,В Подмосковье изъяли 500 тонн алкоголя,1,2,1
217,531278,531278,Charlie Hebdo опубликует новые карикатуры на пророка Мухаммеда,0,0,0
218,150759,150759,BenQ присоединилась к войне форматов Blu-ray и HD-DVD,0,0,0
219,558784,558784,Жители индийской деревни приговорили двух девушек к изнасилованию,0,0,0
220,298949,298949,Агентство Bloomberg откроет русскоязычную информационную службу,0,0,0
221,102111,102111,Белорусским чиновникам запретили въезд в ЕС и США,0,0,0
222,461580,461580,Плотность пассажиров московского метро пообещали снизить до комфортной,0,0,0
223,79428,79428,В Зеленограде совершено заказное убийство,0,0,0
224,61403,61403,На случай ареста исламские террористы запасаются справками от психиатров,0,0,0
225,273048,273048,Премию Тьюринга дали за вклад в абстракцию данных,0,0,0
226,335993,335993,В США разработали единый стандарт цифровой рекламы,0,0,0
227,573249,573249,Суд в Киеве удовлетворил иск Коломойского к Саакашвили ,0,0,0
228,382167,382167,Все трое задержанных в Грузии фотографов признались в шпионаже,0,0,0
229,97947,97947,В Саратове задержали лидера международной группы хакеров-шантажистов,0,0,0
230,685842,685842,Гимном Болгарии посчитали Despacito,0,0,0
231,232591,232591,Вместо президента ТНК-BP в прокуратуру приехали трое неизвестных,1,2,1
232,702297,702297,Ургант обсмеял Кашпировского после жалобы в суд на коллаж с котом,0,0,0
233,376998,376998,Boeing получил семь заказов за неделю,1,2,1
234,765483,765483,Россия открестилась от нарушения японских границ,0,0,0
235,448713,448713,В Китае запущена самая длинная в мире высокоскоростная железная дорога,1,2,1
236,500690,500690,Александра Починка похоронят на Новодевичьем клабище,0,0,0
237,22245,22245,"""Реал"" и ""Лидс"" выходят в четвертьфинал",0,0,0
238,344763,344763,Дисквалификация бывшего капитана сборной Франции утверждена,0,0,0
239,398459,398459,На Северном флоте при ремонте столовой украли 50 миллионов рублей,0,0,0
240,335733,335733,Пентагон сэкономит сто миллиардов долларов на военных контрактах,0,0,0
241,748511,748511,Австралийка устала скрываться с едой в туалетах и похудела вдвое,0,0,0
242,325648,325648,Войско польское примет участие в параде Победы,0,0,0
243,80516,80516,The Washington Times: Исламабад даст Эр-Рияду атомную бомбу для защиты нефти,0,0,0
244,144265,144265,Посланники Далай-ламы прибыли в Китай для секретных переговоров,0,0,0
245,738698,738698,Названы главные страхи владельцев элитного жилья,0,0,0
246,611207,611207,«Зенит» свел к нулевой ничьей второй матч РФПЛ кряду,0,0,0
247,692109,692109,Хорошавин открестился от миллиарда под кроватью,0,0,0
248,255850,255850,Вместо сошедшего с ума пилота самолет посадила стюардесса,0,0,0
249,563719,563719,Кипрский офшор решил обанкротить бывших владельцев ГК «Независимость»,0,0,0
250,762670,762670,Tesla запретила сотрудникам жаловаться,0,0,0
251,488899,488899,На Украине вынесли приговор «врадиевским насильникам»,0,0,0
252,698926,698926,США обвинили Россию в развале промышленности,0,0,0
253,149691,149691,В Тбилиси прилетел исполинский Святой Георгий,0,0,0
254,732724,732724,В сети поделились подробностями крушения авиалайнера,0,0,0
255,75899,75899,"Человек, взявший в Хабаровске заложника, сдался властям",0,0,0
256,162751,162751,Грузия пригласила Зидана посмотреть футбол,0,0,0
257,774119,774119,Путин упростил украинцам жизнь в России,0,0,0
258,337180,337180,Премьера фильма про Facebook состоится на Нью-Йоркском кинофестивале,0,0,0
259,473508,473508,Американцы сбросили бомбы в акваторию Большого Барьерного рифа,0,0,0
260,712329,712329,На жену полковника Захарченко завели дело о подделке доказательств,0,0,0
261,629699,629699,Савченко назвала депутатов Рады баранами,0,0,0
262,600529,600529,Биолог с сыном доказали вековую гипотезу,0,0,0
263,552142,552142,«Иранский Брэд Питт» извинился за одобрение легализации гей-браков,0,0,0
264,172608,172608,Китайский классик установил рекорд на аукционе живописи,0,0,0
265,212687,212687,Правительство РФ опровергло сообщение об отставке главы Росприроднадзора,1,2,1
266,42129,42129,"Несмотря на 24 очка Кириленко, команда Utah Jazz проиграла San Antonio Spurs",0,0,0
267,377056,377056,Кудрин и Набиуллина покинули наблюдательный совет Сбербанка,1,2,1
268,400724,400724,Российские пловцы завоевали медали в последний день чемпионата Европы,0,0,0
269,337378,337378,Швейцария отказалась экстрадировать Романа Полански,0,0,0
270,748039,748039,Блогер случайно «лишилась» ноги,0,0,0
271,601999,601999,Подростковый бунт назвали болезнью мозга,0,0,0
272,222558,222558,Доллар в России подешевел впервые за неделю,1,2,1
273,230356,230356,Планировавший надругаться над Оксаной Грищук американец объявлен в розыск,0,0,0
274,26679,26679,В Питере задержан распространитель порнографических видеокассет,0,0,0
275,539185,539185,Американец лишился миллионного выигрыша из-за утери лотерейного билета,0,0,0
276,467670,467670,В Киеве молитвами «очистили» место проведения гей-парада,0,0,0
277,658224,658224,Ветеран АТО обрадовался «притихшей вате» в Одессе,0,0,0
278,45877,45877,В дипломатическом районе Исламабада взорвана христианская церковь,0,0,0
279,129644,129644,Японский зонд Hayabusa встретится с астероидом,0,0,0
280,399334,399334,"""Би-би-си"" извинилась за призыв Кларксона расстрелять бастующих бюджетников",0,0,0
281,439705,439705,Голландский банк разорвет контракт с велокомандой из-за допингового скандала,0,0,0
282,719724,719724,Китай разгневал японцев императорскими подгузниками,0,0,0
283,635244,635244,Акции «Роснефти» побили рекорд стоимости,0,0,0
284,567612,567612,В Верховной раде предложили продлить мораторий на продажу сельхозземель,0,0,0
285,305574,305574,В Баренцевом море проведены испытания баллистической ракеты,0,0,0
286,606215,606215,Порошенко заметили в Варшаве с порванным носком,0,0,0
287,568958,568958,В Кремле подвели итоги встречи Путина и Обамы в Анталье,0,0,0
288,531233,531233,Авторынок России сократился на 11 процентов ,1,6,0
289,481226,481226,Facebook разрешил пользователям редактировать посты после публикации,0,0,0
290,689257,689257,Аризонский фермер капитулировал перед набегами инопланетян,0,0,0
291,432982,432982,В Подмосковье совершено покушение на замглавы ступинского отдела СК,0,0,0
292,304754,304754,"IMHO VI будет продавать баннеры в социальной сети ""Вконтакте""",0,0,0
293,730514,730514,Трамп рассказал о новой встрече с Ким Чен Ыном,0,0,0
294,447634,447634,"Суд отказал Удальцову в обжаловании дела по ""Анатомии протеста-2""",0,0,0
295,782277,782277,Отказавшиеся лечить ребенка с опухолью в праздники врачи избежали наказания,0,0,0
296,524971,524971,Суд Симферополя признал 11-миллиардный долг банка Коломойского,0,0,0
297,458374,458374,Сенат обвинил JPMorgan Chase в сокрытии многомиллиардных убытков,1,0,0
298,229706,229706,Буш согласился временно прекратить пополнение нефтяного резерва,1,2,1
299,549802,549802,Луганские журналисты попали под обстрел украинских силовиков,0,0,0
300,449265,449265,Нижегородца задержали за сообщение о теракте на Красной площади,0,0,0
301,223932,223932,Обама за месяц собрал пожертвований вдвое больше Клинтон,0,0,0
302,494560,494560,Жителей Сахалина предостерегли от фальшивых прокуроров,0,0,0
303,286682,286682,Кембридж присвоил Биллу Гейтсу почетную степень,1,2,1
304,530833,530833,На плавающий курс рубля пожаловались в Верховный суд,0,0,0
305,297792,297792,В сборную Уэльса перед матчем с Россией вызваны три новых игрока,0,0,0
306,254982,254982,Суд признал законным интервью Ходорковского Акунину,0,0,0
307,360415,360415,Грабители напали на машину посла США в Того,0,0,0
308,696510,696510,Мэйуэзер вызвал легенду баскетбола на дуэль в миллион долларов,0,0,0
309,321878,321878,В сборную России по хоккею наймут двух новых тренеров,0,0,0
310,748428,748428,Украинским Т-84 и российским Т-90С спрогнозировали «настоящий боевой дебют»,0,0,0
311,338548,338548,Молдавия наградила агентов американской спецслужбы,0,0,0
312,790102,790102,Россия подтвердила прибытие своих военных на сирийско-турецкую границу,0,0,0
313,790715,790715,Глава МВД Украины заступился за националистов из «Азова» после обвинений США,0,0,0
314,722469,722469,В России выросла средняя зарплата,1,5,0
315,399072,399072,Назначена дата повторных выборов в Южной Осетии,0,0,0
316,623620,623620,Аэропорт Пулково эвакуирован из-за сообщения о бомбе,0,0,0
317,672936,672936,Ройзман признал невозможность преодолеть муниципальный барьер,0,0,0
318,251172,251172,"Тренер ""Милана"" опроверг слухи об уходе в ""Зенит""",0,0,0
319,714461,714461,Футболиста потребовали исключить из сборной Англии за татуировку,0,0,0
320,552790,552790,В 2018 году ВМФ России получит дистанционно управляемые пулеметные боевые модули,0,0,0
321,288092,288092,"Обзор рынков: курс евро поднялся выше 1,4 доллара",1,2,1
322,758166,758166,Водку с георгиевской ленточкой предложили запретить,0,0,0
323,375557,375557,Следователя ФСКН обвинили в торговле запрещенными веществами,0,0,0
324,206610,206610,"Французский архитектор возведет в Голливуде музей ""Оскаров""",0,0,0
325,415019,415019,"Телеканал для инвалидов ""Инва Медиа ТВ"" начал полномасштабное вещание",0,0,0
326,499038,499038,Названы все соперники сборной России перед чемпионатом мира по футболу,0,0,0
327,57824,57824,Наркомафия закрыла магазины и школы Рио-де-Жанейро,0,0,0
328,42228,42228,Комиссия Конгресса США: в Enron были совершены преступления,1,2,1
329,309081,309081,В США с начала года зарегистрировано более миллиона банкротств,1,2,1
330,224834,224834,В Yahoo! прибавится аналитики,0,0,0
331,277668,277668,Обвиняемые в нападении на Нальчик потребовали пересмотреть законодательство,0,0,0
332,111475,111475,Главным тренером сборной России по волейболу стал серб Зоран Гайич,0,0,0
333,455519,455519,В Россию из ЮАР экстрадировали наркобарона Сашу Белого,0,0,0
334,717865,717865,Убившей мужа африканке заменили смертную казнь тюрьмой,0,0,0
335,391358,391358,Кортни Лав напишет мемуары,0,0,0
336,293037,293037,Подмосковные милиционеры скосили и сожгли семь тонн конопли,0,0,0
337,313233,313233,Рассеянной американке вернули утерянное кольцо с бриллиантами,0,0,0
338,161166,161166,Николай Давыденко выиграл турнир в Сопоте,0,0,0
339,389339,389339,В США началось расследование незаконного сотрудничества ЦРУ с полицией,0,0,0
340,30750,30750,Владельца джипа застрелили на выезде с автостоянки,0,0,0
341,212029,212029,Премьер-министр Ирака улетел в Лондон лечиться от утомления,0,0,0
342,512245,512245,«Яблоко» обвинило власти Псковской области в политическом давлении,0,0,0
343,625361,625361,Власти Китая отчитались о миллионе наказанных за коррупцию чиновников,0,0,0
344,358523,358523,Дрю Бэрримор купила особняк в Калифорнии,0,0,0
345,67677,67677,Из правительства Тони Блэра ушел замминистра внутренних дел,0,0,0
346,193484,193484,Бывшего ингушского министра приговорили за пропавшие спорттовары,0,0,0
